"","filename","type","object","suffix","func","modal","preN","c_adjunct","clause_ID","year","author","wgr","large_region","lcinf","lclet","class"
"4657","1125_20_m1650","verb","clause","ing","adjunct","_","bare","_",0.28,1679,"JohnGordon,14thEarlofSutherland","male","North","Sutherland","Edinburgh","unspecified"
"4762","1126_21_m1650","verb","N","ing","adjunct","_","bare","_",0.9,1685,"GeorgeGordon,15thEarlofSutherland","male","North","Sutherland","unspecified","unspecified"
"4784","1126_21_m1650","verb","adjp","ing","conj","_","bare","_",0.12,1685,"GeorgeGordon,15thEarlofSutherland","male","North","Sutherland","unspecified","unspecified"
"4792","1126_21_m1650","verb","N","ing","conj","_","bare","_",0.13,1685,"GeorgeGordon,15thEarlofSutherland","male","North","Sutherland","unspecified","unspecified"
"4795","1126_21_m1650","verb","PP","ing","conj","_","bare","adv",0.13,1685,"GeorgeGordon,15thEarlofSutherland","male","North","Sutherland","unspecified","unspecified"
"4813","1126_21_m1650","noun","none","ing","Pcomp","_","pos","_",0.16,1685,"GeorgeGordon,15thEarlofSutherland","male","North","Sutherland","unspecified","unspecified"
"4828","1126_21_m1650","noun","no","ing","Pcomp","_","pos","_",0.18,1685,"GeorgeGordon,15thEarlofSutherland","male","North","Sutherland","unspecified","unspecified"
"4835","1126_21_m1650","noun","none","ing","obj","_","det","_",0.19,1685,"GeorgeGordon,15thEarlofSutherland","male","North","Sutherland","unspecified","unspecified"
"4850","1126_21_m1650","noun","none","ing","sbj","_","pos","_",0.21,1685,"GeorgeGordon,15thEarlofSutherland","male","North","Sutherland","unspecified","unspecified"
"4861","1127_22_m1650","verb","clause","ing","adjunct","modal","bare","loc_temp",0.3,1683,"JohnGordon(Sutherland),16thEarlofSutherland,LordStrathnaver","male","North","Sutherland","Dornoch","unspecified"
"4866","1127_22_m1650","verb","N","ing","adjunct","_","bare","_",0.3,1683,"JohnGordon(Sutherland),16thEarlofSutherland,LordStrathnaver","male","North","Sutherland","Dornoch","unspecified"
"4868","1127_22_m1650","verb","clause","ing","Pcomp","_","bare","_",0.3,1683,"JohnGordon(Sutherland),16thEarlofSutherland,LordStrathnaver","male","North","Sutherland","Dornoch","unspecified"
"4869","1127_22_m1650","verb","N","ing","Pcomp","_","bare","_",0.3,1683,"JohnGordon(Sutherland),16thEarlofSutherland,LordStrathnaver","male","North","Sutherland","Dornoch","unspecified"
"4872","1127_22_m1650","verb","PP","ing","adjunct","_","bare","loc_temp",0.3,1683,"JohnGordon(Sutherland),16thEarlofSutherland,LordStrathnaver","male","North","Sutherland","Dornoch","unspecified"
"4876","1127_22_m1650","verb","N","ing","adjunct","_","bare","_",0.3,1683,"JohnGordon(Sutherland),16thEarlofSutherland,LordStrathnaver","male","North","Sutherland","Dornoch","unspecified"
"4879","1127_22_m1650","verb","N","ing","adjunct","_","bare","adv",0.3,1683,"JohnGordon(Sutherland),16thEarlofSutherland,LordStrathnaver","male","North","Sutherland","Dornoch","unspecified"
"4894","1127_22_m1650","verb","N","ing","adjunct","_","bare","_",0.4,1683,"JohnGordon(Sutherland),16thEarlofSutherland,LordStrathnaver","male","North","Sutherland","Dornoch","unspecified"
"4932","1128_23_m1650","noun","clause","ing","obj","_","det","_",0.2,1688,"JohnGordon(Sutherland),16thEarlofSutherland,LordStrathnaver","male","North","Sutherland","Dunrobin","unspecified"
"4964","1128_23_m1650","hybrid","PP","ing","Pcomp","_","pos","neg",0.5,1688,"JohnGordon(Sutherland),16thEarlofSutherland,LordStrathnaver","male","North","Sutherland","Dunrobin","unspecified"
"4998","1128_23_m1650","noun","none","ing","obj","_","det","_",0.8,1688,"JohnGordon(Sutherland),16thEarlofSutherland,LordStrathnaver","male","North","Sutherland","Dunrobin","unspecified"
"5007","1128_23_m1650","verb","N","ing","adjunct","_","bare","_",0.1,1688,"JohnGordon(Sutherland),16thEarlofSutherland,LordStrathnaver","male","North","Sutherland","Dunrobin","unspecified"
"5010","1128_23_m1650","noun","PP","ing","Pcomp","_","det","_",0.11,1688,"JohnGordon(Sutherland),16thEarlofSutherland,LordStrathnaver","male","North","Sutherland","Dunrobin","unspecified"
"5012","1128_23_m1650","noun","none","ing","Pcomp","_","det","_",0.11,1688,"JohnGordon(Sutherland),16thEarlofSutherland,LordStrathnaver","male","North","Sutherland","Dunrobin","unspecified"
"5048","1128_23_m1650","noun","none","ing","sbj","_","pos","_",0.16,1688,"JohnGordon(Sutherland),16thEarlofSutherland,LordStrathnaver","male","North","Sutherland","Dunrobin","unspecified"
"5061","1128_23_m1650","verb","clause","ing","adjunct","_","bare","_",0.19,1688,"JohnGordon(Sutherland),16thEarlofSutherland,LordStrathnaver","male","North","Sutherland","Dunrobin","unspecified"
"5085","1129_24_m1650","verb","N","ing","adjunct","_","bare","_",0.3,1664,"JamesOgilvy,1stEarlofAirlie","male","North-East","Angus","Cortoquhie","unspecified"
"5095","1129_24_m1650","noun","none","ing","conj","_","bare","_",0.4,1664,"JamesOgilvy,1stEarlofAirlie","male","North-East","Angus","Cortoquhie","unspecified"
"5099","1129_24_m1650","verb","N","ing","adjunct","_","bare","_",0.4,1664,"JamesOgilvy,1stEarlofAirlie","male","North-East","Angus","Cortoquhie","unspecified"
"5102","1129_24_m1650","verb","clause","ing","adjunct","_","bare","_",0.4,1664,"JamesOgilvy,1stEarlofAirlie","male","North-East","Angus","Cortoquhie","unspecified"
"5124","1129_24_m1650","noun","none","ing","conj","_","bare","_",0.4,1664,"JamesOgilvy,1stEarlofAirlie","male","North-East","Angus","Cortoquhie","unspecified"
"5132","1129_24_m1650","verb","clause","ing","adjunct","_","bare","_",0.5,1664,"JamesOgilvy,1stEarlofAirlie","male","North-East","Angus","Cortoquhie","unspecified"
"5153","113_95_f1600","noun","none","ing","conj","_","pos","_",0.4,1646,"MarieOgilvy,LadyGrantofFreuchie","female","North-East","Angus","Rothes","unspecified"
"5210","1130_25_m1650","verb","PP","ing","adjunct","_","bare","_",0.4,1687,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Balloch","unspecified"
"5227","1130_25_m1650","verb","PP","ing","adjunct","_","bare","_",0.7,1687,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Balloch","unspecified"
"5378","1133_28_m1650","verb","N","ing","adjunct","_","bare","_",0.9,1688,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Finlarig","unspecified"
"5422","1133_28_m1650","verb","N","ing","adjunct","_","bare","_",0.13,1688,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Finlarig","unspecified"
"5426","1133_28_m1650","noun","none","ing","obj","_","det","_",0.13,1688,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Finlarig","unspecified"
"5450","1133_28_m1650","verb","N","ing","conj","_","bare","_",0.17,1688,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Finlarig","unspecified"
"5453","1133_28_m1650","verb","PP","ing","conj","_","bare","_",0.17,1688,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Finlarig","unspecified"
"5516","1134_29_m1650","verb","N","ing","adjunct","_","bare","_",0.4,1688,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Finlarig","unspecified"
"5538","1134_29_m1650","verb","clause","ing","adjunct","_","bare","_",0.6,1688,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Finlarig","unspecified"
"5541","1134_29_m1650","verb","N","ing","Pcomp","_","bare","_",0.6,1688,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Finlarig","unspecified"
"5559","1134_29_m1650","verb","PP","other","adjunct","_","bare","_",0.9,1688,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Finlarig","unspecified"
"5566","1134_29_m1650","verb","PP","ing","adjunct","_","bare","_",0.9,1688,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Finlarig","unspecified"
"5580","1134_29_m1650","verb","N","ing","Pcomp","_","bare","_",0.1,1688,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Finlarig","unspecified"
"5610","1134_29_m1650","verb","N","ing","adjunct","_","bare","_",0.13,1688,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Finlarig","unspecified"
"5641","1134_29_m1650","verb","N","ing","adjunct","_","bare","_",0.15,1688,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Finlarig","unspecified"
"5651","1134_29_m1650","verb","N","ing","adjunct","_","bare","loc_temp",0.15,1688,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Finlarig","unspecified"
"5683","1134_29_m1650","verb","N","ing","Pcomp","_","bare","_",0.19,1688,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Finlarig","unspecified"
"5725","1134_29_m1650","verb","PP","ing","adjunct","_","bare","_",0.25,1688,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Finlarig","unspecified"
"5731","1134_29_m1650","verb","N","ing","adjunct","_","bare","_",0.25,1688,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Finlarig","unspecified"
"5759","1135_30_m1650","verb","PP","ing","Pcomp","modal","bare","_",0.3,1689,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Balloch","unspecified"
"5774","1135_30_m1650","verb","clause","ing","adjunct","_","bare","_",0.5,1689,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Balloch","unspecified"
"5857","1136_31_m1650","verb","clause","ing","adjunct","_","bare","_",0.11,1689,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Balloch","unspecified"
"5871","1136_31_m1650","verb","PP","ing","adjunct","_","bare","_",0.12,1689,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Balloch","unspecified"
"5892","1136_31_m1650","verb","clause","ing","adjunct","_","bare","_",0.14,1689,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Balloch","unspecified"
"5898","1136_31_m1650","verb","N","ing","adjunct","modal","bare","adv",0.14,1689,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Balloch","unspecified"
"5926","1136_31_m1650","verb","N","ing","adjunct","_","bare","loc_temp",0.21,1689,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Balloch","unspecified"
"5943","1137_32_m1650","noun","PPof","ing","Pcomp","_","det","_",0.4,1692,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Edinburgh","unspecified"
"6013","1137_32_m1650","verb","none","ing","adjunct","_","bare","adv",0.14,1692,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Edinburgh","unspecified"
"6054","1138_33_m1650","verb","PP","ing","adjunct","_","bare","_",0.3,1694,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Edinburgh","unspecified"
"6055","1138_33_m1650","verb","none","ing","Pcomp","_","bare","_",0.3,1694,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Edinburgh","unspecified"
"6061","1138_33_m1650","verb","PP","ing","adjunct","_","bare","_",0.3,1694,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Edinburgh","unspecified"
"6072","1138_33_m1650","hybrid","N","ing","Pcomp","_","det","_",0.4,1694,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Edinburgh","unspecified"
"6087","1138_33_m1650","noun","no","ing","Pcomp","_","pos","loc_temp",0.6,1694,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Edinburgh","unspecified"
"6127","1138_33_m1650","verb","N","ing","adjunct","_","bare","neg",0.9,1694,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Edinburgh","unspecified"
"6142","1138_33_m1650","verb","N","ing","adjunct","_","bare","_",0.9,1694,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Edinburgh","unspecified"
"6237","1138_33_m1650","verb","N","ing","adjunct","_","bare","_",0.26,1694,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Edinburgh","unspecified"
"6245","1138_33_m1650","verb","N","ing","conj","_","bare","_",0.26,1694,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Edinburgh","unspecified"
"6247","1138_33_m1650","verb","N","ing","conj","_","bare","_",0.26,1694,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Edinburgh","unspecified"
"6281","1138_33_m1650","verb","N","ing","Pcomp","_","bare","_",0.31,1694,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Edinburgh","unspecified"
"6311","1138_33_m1650","verb","N","ing","Pcomp","_","bare","_",0.36,1694,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Edinburgh","unspecified"
"6363","1139_34_m1650","verb","adjp","ing","adjunct","_","bare","_",0.11,1698,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Taymouth","unspecified"
"6366","1139_34_m1650","verb","N","ing","adjunct","_","bare","_",0.12,1698,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Taymouth","unspecified"
"6384","1139_34_m1650","verb","clause","ing","adjunct","_","bare","_",0.14,1698,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Taymouth","unspecified"
"6461","1139_34_m1650","verb","adjp","ing","adjunct","_","bare","_",0.24,1698,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Taymouth","unspecified"
"6493","1139_34_m1650","verb","N","ing","adjunct","_","bare","loc_temp",0.26,1698,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Taymouth","unspecified"
"6535","1139_34_m1650","verb","N","ing","adjunct","_","bare","_",0.41,1698,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Taymouth","unspecified"
"6574","1139_34_m1650","noun","none","ing","Pcomp","_","det","_",0.44,1698,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Taymouth","unspecified"
"6621","1139_34_m1650","verb","clause","ing","adjunct","_","bare","_",0.51,1698,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Taymouth","unspecified"
"6628","1139_34_m1650","verb","clause","ing","adjunct","_","bare","_",0.51,1698,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Taymouth","unspecified"
"6689","114_96_f1600","verb","N","ing","Pcomp","_","bare","_",0.2,1612,"GriselRoss,LadyStirlingofKeir","female","South-West","Ayrshire","Ochiltree","unspecified"
"6692","114_96_f1600","verb","N","ing","adjunct","_","bare","_",0.3,1612,"GriselRoss,LadyStirlingofKeir","female","South-West","Ayrshire","Ochiltree","unspecified"
"6726","114_96_f1600","verb","PP","ing","adjunct","_","bare","_",0.8,1612,"GriselRoss,LadyStirlingofKeir","female","South-West","Ayrshire","Ochiltree","unspecified"
"6764","1140_35_m1650","verb","N","ing","Pcomp","_","bare","loc_temp",0.7,1698,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Taymouth","unspecified"
"6785","1140_35_m1650","verb","clause","ing","adjunct","_","bare","_",0.12,1698,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Taymouth","unspecified"
"6846","1140_35_m1650","verb","N","ing","adjunct","_","bare","_",0.25,1698,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","male","South-West","Argyllshire","Taymouth","unspecified"
"6955","1141_36_m1650","verb","none","ing","Pcomp","_","bare","_",0.17,1691,"GeorgeMackenzieofTarbat,1stEarlofCromarty","male","North","Ross","Royston","unspecified"
"6979","1141_36_m1650","verb","none","ing","adjunct","_","bare","_",0.23,1691,"GeorgeMackenzieofTarbat,1stEarlofCromarty","male","North","Ross","Royston","unspecified"
"6985","1141_36_m1650","verb","none","ing","adjunct","_","bare","_",0.24,1691,"GeorgeMackenzieofTarbat,1stEarlofCromarty","male","North","Ross","Royston","unspecified"
"7016","1142_37_m1650","noun","PPof","ing","sbj","_","det","_",0.3,1692,"GeorgeMackenzieofTarbat,1stEarlofCromarty","male","North","Ross","Edinburgh","unspecified"
"7017","1142_37_m1650","verb","N","ing","Pcomp","_","bare","_",0.3,1692,"GeorgeMackenzieofTarbat,1stEarlofCromarty","male","North","Ross","Edinburgh","unspecified"
"7020","1142_37_m1650","hybrid","N","ing","Pcomp","_","pos","_",0.3,1692,"GeorgeMackenzieofTarbat,1stEarlofCromarty","male","North","Ross","Edinburgh","unspecified"
"7030","1142_37_m1650","verb","none","ing","Pcomp","_","bare","_",0.5,1692,"GeorgeMackenzieofTarbat,1stEarlofCromarty","male","North","Ross","Edinburgh","unspecified"
"7032","1142_37_m1650","hybrid","N","ing","Pcomp","_","pos","neg",0.5,1692,"GeorgeMackenzieofTarbat,1stEarlofCromarty","male","North","Ross","Edinburgh","unspecified"
