"","filename","type","mood","do","sbj_type","adj","infl","k-class","clause_ID","year","author","wgr","large_region","lcinf","lclet","class"
"34112","656_20_m1600","aff","decl","no","1sg","adj","no-infl","k-class",0.4,"1636","JohnGordon,14thEarlofSutherland","male","North","Sutherland","Dunrobin","unspecified"
"34117","656_20_m1600","aff","decl","be","3sg","adj","infl","other",0.5,"1636","JohnGordon,14thEarlofSutherland","male","North","Sutherland","Dunrobin","unspecified"
"34119","656_20_m1600","aff","decl","no","1sg","adj","no-infl","k-class",0.6,"1636","JohnGordon,14thEarlofSutherland","male","North","Sutherland","Dunrobin","unspecified"
"34121","656_20_m1600","aff","decl","no","2p","adj","no-infl","other",0.6,"1636","JohnGordon,14thEarlofSutherland","male","North","Sutherland","Dunrobin","unspecified"
"34123","656_20_m1600","aff","decl","be","plNP","adj","no-infl","other",0.6,"1636","JohnGordon,14thEarlofSutherland","male","North","Sutherland","Dunrobin","unspecified"
"34125","656_20_m1600","aff","decl","be","pl","no-adj","no-infl","other",0.7,"1636","JohnGordon,14thEarlofSutherland","male","North","Sutherland","Dunrobin","unspecified"
"34130","656_20_m1600","aff","decl","no","1sg","adj","no-infl","other",0.9,"1636","JohnGordon,14thEarlofSutherland","male","North","Sutherland","Dunrobin","unspecified"
"34133","656_20_m1600","aff","decl","no","3sg","adj","infl","other",0.1,"1636","JohnGordon,14thEarlofSutherland","male","North","Sutherland","Dunrobin","unspecified"
"34135","656_20_m1600","aff","decl","be","1sg","adj","no-infl","other",0.1,"1636","JohnGordon,14thEarlofSutherland","male","North","Sutherland","Dunrobin","unspecified"
"34140","656_20_m1600","aff","decl","hv","NP","adj","infl","other",0.11,"1636","JohnGordon,14thEarlofSutherland","male","North","Sutherland","Dunrobin","unspecified"
"34141","656_20_m1600","aff","decl","be","NP","adj","infl","other",0.12,"1636","JohnGordon,14thEarlofSutherland","male","North","Sutherland","Dunrobin","unspecified"
"34144","656_20_m1600","aff","decl","no","1sg","adj","no-infl","k-class",0.13,"1636","JohnGordon,14thEarlofSutherland","male","North","Sutherland","Dunrobin","unspecified"
"34146","656_20_m1600","neg","decl","hv","1sg","adj","no-infl","other",0.13,"1636","JohnGordon,14thEarlofSutherland","male","North","Sutherland","Dunrobin","unspecified"
"34149","656_20_m1600","aff","decl","be","NP","adj","infl","other",0.13,"1636","JohnGordon,14thEarlofSutherland","male","North","Sutherland","Dunrobin","unspecified"
"34151","656_20_m1600","aff","decl","no","1sg","adj","no-infl","k-class",0.14,"1636","JohnGordon,14thEarlofSutherland","male","North","Sutherland","Dunrobin","unspecified"
"34155","656_20_m1600","aff","decl","no","NP","no-adj","infl","other",0.16,"1636","JohnGordon,14thEarlofSutherland","male","North","Sutherland","Dunrobin","unspecified"
"34157","656_20_m1600","aff","decl","no","3sg","adj","infl","other",0.17,"1636","JohnGordon,14thEarlofSutherland","male","North","Sutherland","Dunrobin","unspecified"
"34158","656_20_m1600","aff","decl","no","3sg","adj","infl","other",0.17,"1636","JohnGordon,14thEarlofSutherland","male","North","Sutherland","Dunrobin","unspecified"
"34166","657_21_m1600","aff","decl","be","3sg","adj","no-infl","other",0.3,"1605","JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Edinburgh","unspecified"
"34168","657_21_m1600","aff","decl","no","1sg","adj","no-infl","k-class",0.4,"1605","JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Edinburgh","unspecified"
"34172","657_21_m1600","aff","decl","hv","1sg","adj","no-infl","other",0.5,"1605","JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Edinburgh","unspecified"
"34174","657_21_m1600","aff","decl","no","3sg","adj","infl","k-class",0.5,"1605","JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Edinburgh","unspecified"
"34180","657_21_m1600","aff","decl","no","NP","adj","infl","other",0.8,"1605","JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Edinburgh","unspecified"
"34182","657_21_m1600","aff","decl","no","1sg","weak-adj","no-infl","other",0.9,"1605","JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Edinburgh","unspecified"
"34184","658_22_m1600","neg","decl","be","3sg","adj","infl","other",0.2,"1606","JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Edinburgh","unspecified"
"34186","658_22_m1600","aff","decl","hv","1sg","adj","no-infl","other",0.2,"1606","JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Edinburgh","unspecified"
"34187","658_22_m1600","aff","decl","be","NP","adj","infl","other",0.2,"1606","JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Edinburgh","unspecified"
"34188","658_22_m1600","aff","decl","hv","1sg","adj","no-infl","other",0.2,"1606","JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Edinburgh","unspecified"
"34189","658_22_m1600","aff","decl","be","3sg","adj","infl","other",0.2,"1606","JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Edinburgh","unspecified"
"34191","658_22_m1600","aff","decl","no","1sg","adj","no-infl","k-class",0.2,"1606","JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Edinburgh","unspecified"
"34193","658_22_m1600","aff","decl","be","3sg","adj","infl","other",0.2,"1606","JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Edinburgh","unspecified"
"34199","658_22_m1600","aff","decl","no","1sg","adj","no-infl","other",0.3,"1606","JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Edinburgh","unspecified"
"34205","659_23_m1600","aff","decl","no","1sg","adj","no-infl","other",0.2,"1608","JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Stirling","unspecified"
"34208","659_23_m1600","aff","decl","be","1sg","adj","no-infl","other",0.4,"1608","JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Stirling","unspecified"
"34211","659_23_m1600","aff","decl","no","2p","adj","no-infl","other",0.4,"1608","JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Stirling","unspecified"
"34225","659_23_m1600","aff","decl","hv","plNP","no-adj","infl","other",0.9,"1608","JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Stirling","unspecified"
"34226","659_23_m1600","aff","decl","be","1sg","adj","no-infl","other",0.9,"1608","JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Stirling","unspecified"
"34248","659_23_m1600","aff","decl","hv","1sg","adj","no-infl","other",0.15,"1608","JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Stirling","unspecified"
"34251","659_23_m1600","aff","decl","hv","1sg","adj","no-infl","other",0.16,"1608","JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Stirling","unspecified"
"34254","659_23_m1600","aff","decl","be","3sg","adj","no-infl","other",0.16,"1608","JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Stirling","unspecified"
"34258","659_23_m1600","aff","decl","be","1sg","adj","no-infl","other",0.19,"1608","JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Stirling","unspecified"
